age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,management,married,tertiary,no,5.998936561946683,yes,no,unknown,26,may,4.736198448394496,2,-1,0,unknown,no
30,admin.,married,secondary,no,7.142827401161621,yes,yes,unknown,26,may,6.025865973825314,2,-1,0,unknown,yes
26,admin.,married,tertiary,no,6.529418838262226,yes,no,unknown,26,may,5.846438775057725,2,-1,0,unknown,no
33,management,single,secondary,no,4.59511985013459,yes,no,unknown,26,may,5.075173815233827,11,-1,0,unknown,no
28,technician,single,secondary,no,6.293419278846481,yes,no,unknown,26,may,5.056245805348308,3,-1,0,unknown,no
44,blue-collar,married,primary,no,8.025189321890835,yes,no,unknown,26,may,4.584967478670572,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,5.8377304471659395,yes,no,unknown,26,may,5.579729825986222,4,-1,0,unknown,no
46,management,single,tertiary,no,6.171700597410915,yes,no,unknown,26,may,3.5263605246161616,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,7.89989532313973,yes,yes,unknown,26,may,4.3694478524670215,5,-1,0,unknown,no
24,management,single,tertiary,no,4.189654742026425,yes,no,unknown,26,may,4.6913478822291435,2,-1,0,unknown,no
35,technician,divorced,secondary,no,5.713732805509369,yes,yes,unknown,26,may,6.118097198041348,3,-1,0,unknown,no
33,technician,married,secondary,no,5.123963979403259,yes,no,unknown,26,may,5.472270673671475,2,-1,0,unknown,no
33,admin.,single,secondary,no,8.397508348470257,yes,no,unknown,26,may,4.394449154672439,6,-1,0,unknown,no
31,blue-collar,married,secondary,no,3.295836866004329,yes,yes,unknown,26,may,4.6913478822291435,5,-1,0,unknown,no
29,technician,single,secondary,no,7.385230923066573,yes,no,unknown,26,may,5.926926025970411,2,-1,0,unknown,no
43,technician,divorced,secondary,no,4.465908118654584,yes,no,unknown,26,may,3.9318256327243257,2,-1,0,unknown,no
32,unemployed,married,primary,no,9.199683791787654,yes,no,unknown,26,may,4.770684624465665,4,-1,0,unknown,no
37,technician,married,secondary,no,8.301521654940728,yes,no,unknown,26,may,5.181783550292085,5,-1,0,unknown,no
26,blue-collar,single,secondary,no,5.82600010738045,yes,no,unknown,26,may,5.10594547390058,5,-1,0,unknown,no
39,management,single,tertiary,no,3.258096538021482,yes,yes,unknown,26,may,5.717027701406222,4,-1,0,unknown,no
33,technician,single,secondary,no,6.0867747269123065,yes,no,unknown,26,may,5.521460917862246,2,-1,0,unknown,no
46,management,divorced,tertiary,no,3.2188758248682006,no,no,unknown,26,may,4.634728988229636,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,6.529418838262226,yes,no,unknown,26,may,6.79794041297493,3,-1,0,unknown,yes
28,technician,single,secondary,no,5.666426688112432,yes,no,unknown,26,may,4.418840607796598,1,-1,0,unknown,no
34,services,married,secondary,no,7.254177846456518,yes,no,unknown,26,may,5.2574953720277815,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,6.408528791059498,yes,no,unknown,26,may,5.986452005284438,7,-1,0,unknown,no
28,technician,single,secondary,no,6.3561076606958915,yes,yes,unknown,26,may,5.062595033026967,4,-1,0,unknown,no
49,blue-collar,married,primary,no,5.8998973535824915,no,no,unknown,26,may,4.07753744390572,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,7.097548850614793,yes,no,unknown,26,may,5.717027701406222,3,-1,0,unknown,no
32,blue-collar,married,primary,no,8.546946149565585,yes,yes,unknown,26,may,5.220355825078324,4,-1,0,unknown,no
43,services,married,primary,no,6.104793232414985,yes,no,unknown,26,may,4.770684624465665,6,-1,0,unknown,no
54,management,single,tertiary,no,7.288927694521257,yes,yes,unknown,26,may,6.052089168924417,4,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,3.58351893845611,yes,no,unknown,26,may,6.1903154058531475,3,-1,0,unknown,no
32,technician,single,secondary,no,8.32117830749028,yes,no,unknown,26,may,5.44673737166631,3,-1,0,unknown,no
26,services,single,secondary,no,6.803505257608338,yes,no,unknown,26,may,6.638567789166521,2,-1,0,unknown,yes
31,unemployed,married,secondary,no,5.749392985908253,yes,no,unknown,26,may,5.003946305945459,7,-1,0,unknown,no
52,blue-collar,divorced,secondary,no,5.723585101952381,yes,no,unknown,26,may,4.143134726391533,3,-1,0,unknown,no
32,technician,married,tertiary,no,6.9440872082295275,yes,no,unknown,26,may,4.8283137373023015,3,-1,0,unknown,no
40,technician,married,secondary,no,4.564348191467836,yes,yes,unknown,26,may,3.367295829986474,2,-1,0,unknown,no
37,blue-collar,married,primary,no,6.09807428216624,yes,no,unknown,26,may,5.0689042022202315,2,-1,0,unknown,no
34,blue-collar,married,primary,no,4.0943445622221,yes,no,unknown,26,may,3.1354942159291497,10,-1,0,unknown,no
31,blue-collar,single,secondary,no,6.71295620067707,no,no,unknown,26,may,5.159055299214529,3,-1,0,unknown,no
37,management,married,tertiary,no,3.1354942159291497,yes,no,unknown,26,may,6.013715156042802,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,4.248495242049359,yes,no,unknown,26,may,4.770684624465665,6,-1,0,unknown,no
39,blue-collar,married,secondary,no,6.161207321695077,yes,yes,unknown,26,may,5.389071729816501,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,8.071218539969863,yes,no,unknown,26,may,4.564348191467836,5,-1,0,unknown,no
32,blue-collar,married,primary,no,1.3862943611198906,yes,no,unknown,26,may,4.330733340286331,5,-1,0,unknown,no
45,technician,divorced,secondary,no,5.0689042022202315,yes,no,unknown,26,may,4.189654742026425,3,-1,0,unknown,no
36,technician,married,secondary,no,6.113682179832232,yes,no,unknown,26,may,4.727387818712341,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,4.110873864173311,yes,no,unknown,26,may,4.859812404361672,3,-1,0,unknown,no
34,blue-collar,married,primary,no,8.791029857045965,yes,no,unknown,26,may,6.003887067106539,4,-1,0,unknown,no
48,management,married,secondary,no,7.738052297689316,yes,no,unknown,26,may,5.5254529391317835,11,-1,0,unknown,no
55,blue-collar,single,primary,no,3.6635616461296463,yes,no,unknown,26,may,4.852030263919617,5,-1,0,unknown,no
33,admin.,divorced,secondary,no,5.971261839790462,yes,yes,unknown,26,may,5.501258210544727,3,-1,0,unknown,no
34,blue-collar,married,primary,no,7.134890851565884,yes,yes,unknown,26,may,5.236441962829949,7,-1,0,unknown,no
39,blue-collar,married,primary,no,7.9391588179567965,yes,no,unknown,26,may,4.624972813284271,23,-1,0,unknown,no
35,blue-collar,married,secondary,no,5.43372200355424,no,no,unknown,26,may,6.075346031088684,3,-1,0,unknown,no
38,blue-collar,married,primary,no,7.768956044538332,yes,no,unknown,26,may,4.574710978503383,4,-1,0,unknown,no
28,student,single,secondary,no,8.458716261657262,yes,no,unknown,26,may,5.796057750765372,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,7.396948602621014,yes,no,unknown,26,may,3.9318256327243257,5,-1,0,unknown,no
37,blue-collar,single,secondary,no,8.114922974204593,yes,no,unknown,26,may,4.442651256490317,5,-1,0,unknown,no
30,services,single,tertiary,no,4.68213122712422,yes,no,unknown,26,may,5.641907070938114,8,-1,0,unknown,no
37,management,single,tertiary,no,5.820082930352362,yes,no,unknown,26,may,6.655440350367647,5,-1,0,unknown,no
24,management,single,tertiary,no,6.315358001522335,yes,no,unknown,26,may,5.517452896464707,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,8.16961956172385,yes,no,unknown,26,may,5.631211781821365,5,-1,0,unknown,no
33,services,married,secondary,no,7.632885505395133,yes,yes,unknown,26,may,5.484796933490655,2,-1,0,unknown,no
33,management,married,tertiary,no,4.890349128221754,yes,no,unknown,26,may,5.730099782973574,4,-1,0,unknown,no
34,management,single,tertiary,no,4.276666119016055,yes,no,unknown,26,may,4.770684624465665,2,-1,0,unknown,no
43,services,married,secondary,no,5.627621113690637,yes,no,unknown,26,may,2.6390573296152584,20,-1,0,unknown,no
41,services,married,secondary,no,7.642524134232902,yes,no,unknown,26,may,4.8283137373023015,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,5.5093883366279774,yes,yes,unknown,26,may,5.262690188904886,5,-1,0,unknown,no
32,technician,single,secondary,no,8.775085935057266,yes,yes,unknown,26,may,5.855071922202427,4,-1,0,unknown,no
35,blue-collar,married,primary,no,4.343805421853684,yes,no,unknown,26,may,5.641907070938114,3,-1,0,unknown,no
27,technician,married,secondary,no,6.459904454377535,yes,no,unknown,26,may,6.450470422144176,1,-1,0,unknown,no
34,management,married,tertiary,no,8.326274787396764,yes,no,unknown,27,may,5.147494476813453,7,-1,0,unknown,no
24,blue-collar,married,secondary,no,2.1972245773362196,yes,no,unknown,27,may,5.676753802268282,7,-1,0,unknown,no
36,blue-collar,married,secondary,no,8.277666160851503,yes,yes,unknown,27,may,5.393627546352362,6,-1,0,unknown,no
37,entrepreneur,married,secondary,no,3.5553480614894135,yes,yes,unknown,27,may,4.290459441148391,6,-1,0,unknown,no
51,blue-collar,married,primary,no,3.9318256327243257,no,no,unknown,27,may,4.795790545596741,2,-1,0,unknown,no
39,technician,married,secondary,no,8.873047798971067,yes,no,unknown,27,may,5.017279836814924,7,-1,0,unknown,no
43,management,single,secondary,no,4.6913478822291435,yes,no,unknown,27,may,4.1588830833596715,3,-1,0,unknown,no
35,unemployed,married,tertiary,no,5.420534999272286,no,no,unknown,27,may,5.7745515455444085,5,-1,0,unknown,no
49,management,married,secondary,no,8.818482267274236,yes,yes,unknown,27,may,4.204692619390966,3,-1,0,unknown,no
47,technician,divorced,tertiary,no,3.871201010907891,no,no,unknown,27,may,3.295836866004329,2,-1,0,unknown,no
54,management,married,tertiary,no,7.210079628170788,yes,no,unknown,27,may,4.77912349311153,2,-1,0,unknown,no
48,admin.,married,primary,no,1.0986122886681098,yes,no,unknown,27,may,4.997212273764115,4,-1,0,unknown,no
43,admin.,married,secondary,no,6.061456918928017,yes,no,unknown,27,may,5.402677381872279,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,4.897839799950911,yes,yes,unknown,27,may,5.579729825986222,2,-1,0,unknown,no
42,admin.,married,secondary,no,5.337538079701318,yes,no,unknown,27,may,4.31748811353631,2,-1,0,unknown,no
38,blue-collar,married,primary,no,3.295836866004329,yes,no,unknown,27,may,4.127134385045092,4,-1,0,unknown,no
31,management,married,tertiary,no,4.51085950651685,no,no,unknown,27,may,4.976733742420574,2,-1,0,unknown,no
30,admin.,married,tertiary,no,6.416732282512326,yes,no,unknown,27,may,5.393627546352362,6,-1,0,unknown,no
38,management,divorced,tertiary,no,8.604287898267172,yes,no,unknown,27,may,5.318119993844216,3,-1,0,unknown,no
60,entrepreneur,divorced,secondary,no,7.175489713624222,yes,no,unknown,27,may,5.793013608384144,11,-1,0,unknown,no
35,management,married,tertiary,no,8.303504798872783,yes,yes,unknown,27,may,5.075173815233827,6,-1,0,unknown,no
29,blue-collar,married,secondary,no,7.9287663216266955,yes,no,unknown,27,may,5.4510384535657,1,-1,0,unknown,no
29,blue-collar,married,primary,no,6.923628628138427,yes,no,unknown,27,may,3.4965075614664802,1,-1,0,unknown,no
53,technician,married,secondary,no,4.465908118654584,yes,no,unknown,27,may,5.209486152841421,9,-1,0,unknown,no
38,technician,married,secondary,no,6.230481447578482,yes,no,unknown,27,may,6.336825731146441,2,-1,0,unknown,no
59,retired,single,secondary,no,5.860786223465865,yes,no,unknown,27,may,6.968850378341948,5,-1,0,unknown,yes
28,blue-collar,single,secondary,no,5.863631175598097,yes,yes,unknown,27,may,4.8283137373023015,3,-1,0,unknown,no
36,services,single,secondary,no,5.313205979041787,yes,no,unknown,27,may,5.262690188904886,5,-1,0,unknown,no
40,admin.,married,primary,no,5.241747015059643,yes,no,unknown,27,may,5.075173815233827,2,-1,0,unknown,no
36,management,married,tertiary,no,5.680172609017068,yes,no,unknown,27,may,5.659482215759621,4,-1,0,unknown,no
49,self-employed,married,primary,no,6.192362489474872,yes,no,unknown,27,may,4.430816798843313,4,-1,0,unknown,no
55,technician,married,secondary,no,5.0106352940962555,yes,yes,unknown,27,may,5.652489180268651,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,4.30406509320417,yes,yes,unknown,27,may,4.983606621708336,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,6.481577129276431,yes,no,unknown,27,may,3.1780538303479458,1,-1,0,unknown,no
28,services,single,tertiary,no,6.602587892189336,yes,yes,unknown,27,may,6.86171134048073,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,4.882801922586371,no,no,unknown,27,may,5.817111159963204,2,-1,0,unknown,no
58,admin.,married,secondary,no,4.5217885770490405,yes,no,unknown,27,may,5.19295685089021,1,-1,0,unknown,no
28,blue-collar,married,primary,no,3.4657359027997265,yes,no,unknown,27,may,5.384495062789089,1,-1,0,unknown,no
39,technician,married,secondary,no,5.365976015021851,yes,no,unknown,27,may,5.955837369464831,11,-1,0,unknown,no
26,admin.,married,secondary,no,8.058327306580958,yes,no,unknown,27,may,5.0369526024136295,1,-1,0,unknown,no
52,admin.,married,secondary,no,6.775366090936392,no,no,unknown,27,may,5.424950017481403,3,-1,0,unknown,no
28,entrepreneur,married,secondary,no,2.0794415416798357,yes,no,unknown,27,may,7.167809184316444,1,-1,0,unknown,no
32,management,married,tertiary,no,8.165363632473982,yes,no,unknown,27,may,4.04305126783455,5,-1,0,unknown,no
28,blue-collar,married,primary,no,3.828641396489095,yes,no,unknown,27,may,5.3230099791384085,3,-1,0,unknown,no
33,technician,single,secondary,no,6.697034247666484,yes,no,unknown,27,may,4.890349128221754,1,-1,0,unknown,no
45,technician,married,unknown,no,6.159095388491933,yes,no,unknown,27,may,4.990432586778736,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,6.322565239927284,yes,yes,unknown,27,may,5.220355825078324,1,-1,0,unknown,no
56,blue-collar,married,primary,no,5.921578419643816,yes,no,unknown,27,may,5.594711379601839,1,-1,0,unknown,no
32,technician,single,secondary,no,6.282266746896006,yes,yes,unknown,27,may,5.049856007249537,2,-1,0,unknown,no
31,technician,married,secondary,no,5.1298987149230735,yes,no,unknown,27,may,4.962844630259907,1,-1,0,unknown,no
43,admin.,married,secondary,no,5.918893854273146,yes,no,unknown,27,may,5.087596335232384,1,-1,0,unknown,no
23,admin.,married,secondary,no,6.728628613084702,yes,no,unknown,27,may,6.513230110912307,1,-1,0,unknown,no
32,admin.,married,secondary,no,2.833213344056216,yes,no,unknown,27,may,4.812184355372417,1,-1,0,unknown,no
39,services,single,secondary,no,5.786897381366708,yes,no,unknown,27,may,4.74493212836325,1,-1,0,unknown,no
37,unknown,single,secondary,no,4.04305126783455,yes,no,unknown,27,may,4.955827057601261,1,-1,0,unknown,no
29,technician,single,secondary,no,4.74493212836325,no,no,unknown,27,may,5.8289456176102075,1,-1,0,unknown,no
31,admin.,single,secondary,no,8.38662882139512,yes,no,unknown,27,may,5.204006687076795,2,-1,0,unknown,no
26,technician,divorced,tertiary,no,8.056426767522984,yes,yes,unknown,27,may,4.795790545596741,1,-1,0,unknown,no
27,admin.,married,secondary,no,7.29641326877392,yes,no,unknown,27,may,6.156978985585555,1,-1,0,unknown,no
56,management,divorced,tertiary,no,6.0112671744041615,yes,no,unknown,27,may,5.6131281063880705,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,4.700480365792417,yes,no,unknown,27,may,6.040254711277414,1,-1,0,unknown,no
45,technician,divorced,secondary,no,3.1354942159291497,yes,no,unknown,27,may,4.127134385045092,4,-1,0,unknown,no
40,admin.,married,secondary,no,8.034955024502159,yes,yes,unknown,27,may,5.220355825078324,1,-1,0,unknown,no
32,admin.,single,secondary,no,4.983606621708336,no,no,unknown,27,may,4.709530201312334,10,-1,0,unknown,no
28,management,single,tertiary,no,6.844815479208263,yes,no,unknown,27,may,6.606650186198215,1,-1,0,unknown,yes
33,blue-collar,married,primary,no,7.104144092987527,yes,no,unknown,27,may,5.602118820879701,3,-1,0,unknown,no
23,admin.,single,secondary,no,5.84354441703136,yes,no,unknown,27,may,5.799092654460526,2,-1,0,unknown,no
22,technician,single,secondary,no,5.87493073085203,yes,no,unknown,27,may,6.249975242259483,2,-1,0,unknown,no
33,services,divorced,secondary,no,6.898714534329988,yes,no,unknown,27,may,4.997212273764115,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,6.2166061010848646,yes,yes,unknown,27,may,6.2422232654551655,1,-1,0,unknown,no
34,admin.,married,secondary,no,5.545177444479562,no,no,unknown,27,may,5.961005339623274,2,-1,0,unknown,no
26,admin.,married,secondary,no,7.403061091090091,yes,no,unknown,27,may,4.770684624465665,1,-1,0,unknown,no
42,admin.,married,secondary,no,6.706862336602747,yes,no,unknown,27,may,5.541263545158426,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,5.0369526024136295,yes,no,unknown,27,may,4.248495242049359,3,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,5.389071729816501,yes,no,unknown,27,may,5.54907608489522,1,-1,0,unknown,no
36,admin.,married,secondary,no,7.532088143541722,yes,yes,unknown,27,may,5.493061443340548,2,-1,0,unknown,no
27,student,single,unknown,no,6.813444599510896,yes,yes,unknown,27,may,4.343805421853684,1,-1,0,unknown,no
39,blue-collar,married,primary,no,3.5263605246161616,yes,no,unknown,27,may,4.736198448394496,1,-1,0,unknown,no
35,technician,married,tertiary,no,6.568077911411976,yes,no,unknown,27,may,4.290459441148391,2,-1,0,unknown,no
32,technician,married,tertiary,no,5.123963979403259,no,no,unknown,27,may,4.454347296253507,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,6.932447891572509,yes,no,unknown,27,may,5.123963979403259,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,6.124683390894205,yes,yes,unknown,27,may,5.236441962829949,1,-1,0,unknown,no
51,blue-collar,married,primary,no,4.6913478822291435,yes,no,unknown,27,may,4.663439094112067,2,-1,0,unknown,no
36,management,single,tertiary,no,8.262300941787448,yes,no,unknown,27,may,3.044522437723423,5,-1,0,unknown,no
55,technician,married,secondary,no,6.911747300251674,yes,yes,unknown,27,may,5.4116460518550396,1,-1,0,unknown,no
41,services,married,secondary,no,3.4965075614664802,yes,yes,unknown,27,may,4.406719247264253,1,-1,0,unknown,no
29,admin.,single,tertiary,no,7.973844375944687,yes,no,unknown,27,may,3.4965075614664802,1,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,5.602118820879701,yes,no,unknown,27,may,5.7745515455444085,2,-1,0,unknown,no
31,management,single,tertiary,no,7.252053951852814,yes,no,unknown,27,may,4.795790545596741,4,-1,0,unknown,no
30,management,single,tertiary,no,8.235625719964311,yes,no,unknown,27,may,4.59511985013459,1,-1,0,unknown,no
24,technician,single,tertiary,no,7.577633832602728,yes,yes,unknown,27,may,4.356708826689592,1,-1,0,unknown,no
36,blue-collar,married,primary,no,5.497168225293202,yes,no,unknown,27,may,4.248495242049359,2,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,5.375278407684165,yes,no,unknown,27,may,5.3612921657094255,2,-1,0,unknown,no
26,blue-collar,single,primary,no,6.428105272684596,yes,yes,unknown,27,may,5.720311776607412,1,-1,0,unknown,no
29,services,single,tertiary,no,7.849323818040561,yes,no,unknown,27,may,5.723585101952381,2,-1,0,unknown,no
35,services,married,secondary,no,6.22455842927536,yes,yes,unknown,27,may,5.916202062607435,2,-1,0,unknown,no
29,services,married,secondary,no,6.963189985870238,yes,no,unknown,27,may,5.187385805840755,1,-1,0,unknown,no
34,management,single,tertiary,no,2.5649493574615367,yes,no,unknown,27,may,5.402677381872279,2,-1,0,unknown,no
58,retired,married,primary,no,4.499809670330265,yes,no,unknown,27,may,4.969813299576001,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,5.313205979041787,yes,no,unknown,27,may,6.054439346269371,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,7.437206366871292,yes,no,unknown,27,may,3.6635616461296463,7,-1,0,unknown,no
31,management,single,tertiary,no,7.66105638236183,yes,no,unknown,27,may,5.755742213586912,2,-1,0,unknown,no
28,student,single,secondary,no,8.474911799159631,no,no,unknown,27,may,5.017279836814924,1,-1,0,unknown,no
57,management,single,tertiary,no,3.4965075614664802,yes,no,unknown,27,may,4.882801922586371,1,-1,0,unknown,no
35,blue-collar,single,primary,no,3.044522437723423,yes,no,unknown,27,may,4.859812404361672,1,-1,0,unknown,no
46,technician,divorced,secondary,no,4.77912349311153,yes,no,unknown,27,may,4.663439094112067,1,-1,0,unknown,no
38,blue-collar,married,primary,no,5.752572638825633,yes,no,unknown,27,may,5.153291594497779,3,-1,0,unknown,no
21,blue-collar,married,secondary,no,5.407171771460119,yes,no,unknown,27,may,5.043425116919247,1,-1,0,unknown,no
38,technician,single,secondary,no,4.976733742420574,yes,no,unknown,27,may,4.6913478822291435,2,-1,0,unknown,no
49,admin.,divorced,secondary,no,5.808142489980444,yes,no,unknown,27,may,3.58351893845611,3,-1,0,unknown,no
54,blue-collar,married,primary,no,8.061486866871327,yes,no,unknown,27,may,4.127134385045092,4,-1,0,unknown,no
44,blue-collar,divorced,primary,no,4.219507705176107,yes,no,unknown,27,may,5.736572297479192,1,-1,0,unknown,no
52,technician,divorced,secondary,no,5.961005339623274,yes,yes,unknown,27,may,4.9344739331306915,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,5.598421958998375,yes,no,unknown,27,may,6.152732694704104,2,-1,0,unknown,no
40,technician,married,secondary,no,4.02535169073515,yes,yes,unknown,27,may,5.407171771460119,1,-1,0,unknown,no
57,housemaid,married,primary,no,6.018593214496234,yes,no,unknown,27,may,4.6443908991413725,3,-1,0,unknown,no
30,technician,single,secondary,no,7.335633981927201,yes,no,unknown,27,may,6.39024066706535,1,-1,0,unknown,no
36,admin.,married,secondary,no,4.219507705176107,yes,yes,unknown,27,may,5.056245805348308,1,-1,0,unknown,no
51,blue-collar,single,secondary,no,6.841615476477592,yes,no,unknown,27,may,5.53338948872752,16,-1,0,unknown,no
32,admin.,single,secondary,no,2.5649493574615367,yes,no,unknown,27,may,4.477336814478207,2,-1,0,unknown,no
26,technician,divorced,secondary,no,3.044522437723423,yes,no,unknown,27,may,4.890349128221754,1,-1,0,unknown,no
27,blue-collar,single,secondary,yes,4.465908118654584,yes,no,unknown,27,may,3.7612001156935624,1,-1,0,unknown,no
37,admin.,married,secondary,no,5.6131281063880705,yes,no,unknown,27,may,6.594413459749778,3,-1,0,unknown,yes
30,services,married,secondary,no,5.877735781779639,yes,no,unknown,27,may,6.490723534502507,4,-1,0,unknown,no
46,blue-collar,married,primary,no,5.552959584921617,yes,no,unknown,27,may,5.37989735354046,1,-1,0,unknown,no
36,technician,married,secondary,no,6.161207321695077,yes,no,unknown,27,may,4.07753744390572,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,4.189654742026425,no,no,unknown,27,may,4.795790545596741,1,-1,0,unknown,no
35,services,married,secondary,no,4.30406509320417,yes,no,unknown,27,may,4.718498871295094,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,7.763871287820222,no,yes,unknown,27,may,4.584967478670572,1,-1,0,unknown,no
44,technician,divorced,secondary,no,7.086737934510577,yes,no,unknown,27,may,5.308267697401205,1,-1,0,unknown,no
34,technician,single,secondary,no,6.186208623900494,yes,no,unknown,27,may,5.220355825078324,1,-1,0,unknown,no
40,management,divorced,tertiary,no,5.66988092298052,yes,no,unknown,27,may,5.214935757608986,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,4.7535901911063645,yes,no,unknown,27,may,5.564520407322694,1,-1,0,unknown,no
29,admin.,single,secondary,no,6.818924065275521,yes,no,unknown,27,may,4.634728988229636,1,-1,0,unknown,no
29,blue-collar,married,primary,no,6.5722825426940075,yes,no,unknown,27,may,5.135798437050262,1,-1,0,unknown,no
34,admin.,single,secondary,no,4.477336814478207,yes,no,unknown,27,may,5.1298987149230735,2,-1,0,unknown,no
28,student,single,tertiary,no,6.602587892189336,yes,no,unknown,27,may,4.8283137373023015,1,-1,0,unknown,no
42,admin.,married,primary,no,7.344072850573066,yes,yes,unknown,27,may,5.605802066295998,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,6.882437470997847,yes,no,unknown,27,may,5.579729825986222,2,-1,0,unknown,no
53,self-employed,married,primary,no,1.791759469228055,yes,no,unknown,27,may,5.4510384535657,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,6.129050210060545,yes,no,unknown,27,may,5.726847747587197,2,-1,0,unknown,no
33,management,divorced,tertiary,no,6.583409222158765,yes,no,unknown,27,may,5.5053315359323625,1,-1,0,unknown,no
31,management,married,tertiary,no,7.114769448366463,yes,no,unknown,27,may,5.66988092298052,4,-1,0,unknown,no
43,unemployed,divorced,secondary,no,6.551080335043404,yes,no,unknown,27,may,5.556828061699537,1,-1,0,unknown,no
33,blue-collar,married,tertiary,no,3.091042453358316,yes,no,unknown,27,may,5.926926025970411,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,6.171700597410915,yes,no,unknown,27,may,4.30406509320417,5,-1,0,unknown,no
25,technician,married,unknown,no,6.654152520183219,yes,no,unknown,27,may,5.66988092298052,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,7.362010551259734,yes,no,unknown,27,may,4.997212273764115,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,6.3835066348840055,yes,yes,unknown,27,may,5.159055299214529,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,8.023552392404348,yes,no,unknown,27,may,3.4657359027997265,1,-1,0,unknown,no
39,blue-collar,married,primary,no,7.034387929915503,yes,no,unknown,27,may,3.5553480614894135,1,-1,0,unknown,no
24,self-employed,single,tertiary,no,8.001019961323651,yes,no,unknown,27,may,6.840546529288687,1,-1,0,unknown,yes
49,management,married,tertiary,no,7.1731917424865985,yes,no,unknown,27,may,4.969813299576001,1,-1,0,unknown,no
33,services,married,secondary,no,6.52795791762255,yes,no,unknown,27,may,6.161207321695077,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,7.086737934510577,no,no,unknown,27,may,4.990432586778736,1,-1,0,unknown,no
60,technician,married,tertiary,no,7.3938782901077555,yes,yes,unknown,27,may,5.978885764901122,2,-1,0,unknown,no
43,technician,single,secondary,no,3.4965075614664802,yes,no,unknown,27,may,4.532599493153256,10,-1,0,unknown,no
30,entrepreneur,married,secondary,no,7.338888133838879,yes,yes,unknown,27,may,5.111987788356544,9,-1,0,unknown,no
48,management,divorced,tertiary,no,4.68213122712422,yes,no,unknown,27,may,4.48863636973214,2,-1,0,unknown,no
31,admin.,married,secondary,no,8.023552392404348,yes,yes,unknown,27,may,4.9344739331306915,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,6.907755278982137,yes,yes,unknown,27,may,5.25227342804663,1,-1,0,unknown,no
32,management,married,tertiary,no,4.820281565605037,no,no,unknown,27,may,5.262690188904886,1,-1,0,unknown,no
34,management,single,primary,no,5.356586274672012,no,no,unknown,27,may,4.477336814478207,1,-1,0,unknown,no
43,management,divorced,tertiary,no,8.088561805276234,yes,no,unknown,27,may,4.787491742782046,2,-1,0,unknown,no
52,technician,married,secondary,no,7.601402334583733,yes,no,unknown,27,may,4.553876891600541,4,-1,0,unknown,no
27,admin.,single,secondary,no,7.237778191923443,yes,no,unknown,27,may,5.765191102784844,1,-1,0,unknown,no
38,management,single,tertiary,no,9.738436006907127,yes,no,unknown,27,may,4.955827057601261,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,5.8522024797744745,yes,no,unknown,27,may,5.4510384535657,3,-1,0,unknown,no
53,blue-collar,married,primary,no,7.44716835960004,yes,yes,unknown,27,may,3.295836866004329,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,6.728628613084702,yes,no,unknown,27,may,4.859812404361672,2,-1,0,unknown,no
35,management,married,secondary,no,7.05617528410041,yes,no,unknown,27,may,4.7535901911063645,3,-1,0,unknown,no
